PM2.5,PM10,NO2,CO,SO2,O3, AQI ,AQI_Bucket,Level
6.25,24.0,2.07,0.52,5.85,14.7, 28.0 ,Good,1
3.5,20.25,1.9,0.32,5.78,17.13, 28.0 ,Good,1
1.5,17.75,1.75,0.32,4.92,16.65, 28.0 ,Good,1
6.25,18.0,1.78,0.29,4.3,17.63, 28.0 ,Good,1
3.5,20.0,1.45,0.34,5.05,19.6, 28.0 ,Good,1
1.5,24.5,1.55,0.36,4.5,16.67, 28.0 ,Good,1
1.8,27.75,1.5,0.41,4.9,18.63, 28.0 ,Good,1
0.25,25.5,2.12,0.55,5.2,15.2, 28.0 ,Good,1
4.25,40.5,3.47,0.53,5.87,5.9, 28.0 ,Good,1
2.5,25.25,2.57,0.4,5.93,24.0, 28.0 ,Good,1
4.0,29.0,6.07,0.56,5.93,6.38, 28.0 ,Good,1
3.5,31.75,11.67,0.56,5.95,3.9, 28.0 ,Good,1
3.5,39.5,11.42,0.54,6.4,3.9, 28.0 ,Good,1
7.5,35.75,7.73,0.19,5.9,7.33, 28.0 ,Good,1
6.25,27.25,3.98,0.56,6.33,11.25, 28.0 ,Good,1
8.0,23.75,4.1,0.57,5.93,15.67, 28.0 ,Good,1
9.75,30.75,4.08,0.56,6.7,22.03, 28.0 ,Good,1
5.0,36.25,3.85,0.08,9.9,15.18, 28.0 ,Good,1
6.5,22.5,5.2,0.48,6.1,8.33, 29.0 ,Good,1
8.5,21.5,3.4,0.43,6.25,7.8, 29.0 ,Good,1
7.0,17.0,2.65,0.53,6.02,8.8, 29.0 ,Good,1
4.75,18.0,2.42,0.57,6.73,14.2, 29.0 ,Good,1
4.75,28.75,1.75,0.55,5.9,11.75, 29.0 ,Good,1
2.0,35.0,3.57,0.35,8.65,27.93, 29.0 ,Good,1
1.75,30.0,2.68,0.59,6.1,12.23, 30.0 ,Good,1
4.75,28.75,3.2,0.46,5.58,8.33, 30.0 ,Good,1
8.0,24.0,3.07,0.5,6.52,8.8, 30.0 ,Good,1
11.0,21.0,3.12,0.46,6.48,9.8, 30.0 ,Good,1
8.75,21.75,6.55,0.55,6.38,7.33, 30.0 ,Good,1
7.75,28.5,5.02,0.57,6.67,5.9, 30.0 ,Good,1
7.0,32.5,6.8,0.56,6.0,5.9, 30.0 ,Good,1
6.5,34.75,7.12,0.4,5.7,4.9, 30.0 ,Good,1
8.5,26.0,6.98,0.55,6.7,4.9, 32.0 ,Good,1
9.5,31.0,5.18,0.51,6.07,6.85, 32.0 ,Good,1
8.0,27.25,2.53,0.52,5.5,9.3, 32.0 ,Good,1
7.5,25.75,5.15,0.52,5.45,12.75, 32.0 ,Good,1
6.0,26.5,3.0,0.53,4.95,14.7, 32.0 ,Good,1
12.0,34.5,5.93,0.34,6.72,9.3, 33.0 ,Good,1
10.75,36.5,9.18,0.29,7.18,7.83, 33.0 ,Good,1
9.5,35.25,8.25,0.54,7.4,7.83, 33.0 ,Good,1
10.5,28.5,7.68,0.52,7.43,4.9, 33.0 ,Good,1
8.5,31.25,6.2,0.55,7.85,7.85, 33.0 ,Good,1
6.75,24.75,6.12,0.54,7.4,3.9, 33.0 ,Good,1
6.0,21.0,9.85,0.53,7.8,3.9, 33.0 ,Good,1
10.0,27.5,5.25,0.56,6.95,6.38, 34.0 ,Good,1
10.25,28.5,5.83,0.56,7.12,6.38, 34.0 ,Good,1
7.5,28.0,5.75,0.71,7.52,8.8, 36.0 ,Good,1
6.0,31.0,7.73,0.53,7.5,8.8, 36.0 ,Good,1
5.5,21.75,5.73,0.42,6.8,6.85, 36.0 ,Good,1
6.75,27.5,10.88,0.55,6.2,5.9, 36.0 ,Good,1
6.75,53.75,10.05,0.54,6.5,3.9, 36.0 ,Good,1
9.0,46.0,12.1,0.46,6.25,4.9, 36.0 ,Good,1
9.0,43.0,10.8,0.35,6.0,4.88, 36.0 ,Good,1
14.75,53.0,13.35,0.62,5.92,2.95, 36.0 ,Good,1
9.75,41.0,16.7,0.71,6.05,3.93, 36.0 ,Good,1
13.25,46.75,7.58,0.28,5.27,7.83, 36.0 ,Good,1
7.5,35.0,3.47,0.36,5.38,10.8, 36.0 ,Good,1
6.25,28.0,3.8,0.44,4.92,13.72, 36.0 ,Good,1
7.25,25.0,2.82,0.43,4.9,15.67, 36.0 ,Good,1
7.75,22.75,2.1,0.13,6.7,17.13, 36.0 ,Good,1
6.5,16.5,4.32,0.72,3.85,17.65, 36.0 ,Good,1
4.75,20.0,3.12,0.73,3.98,17.65, 36.0 ,Good,1
5.5,26.0,3.65,0.75,5.52,21.1, 38.0 ,Good,1
16.25,39.25,9.95,0.43,15.77,16.65, 40.0 ,Good,1
20.0,49.25,13.78,0.41,10.0,14.2, 40.0 ,Good,1
22.0,50.75,8.92,0.5,8.15,10.3, 40.0 ,Good,1
28.0,53.0,9.83,0.47,7.7,7.33, 40.0 ,Good,1
23.5,46.75,10.58,0.44,7.47,6.85, 40.0 ,Good,1
18.25,42.0,8.95,0.56,8.03,5.9, 40.0 ,Good,1
16.5,38.5,10.38,0.61,10.33,4.4, 40.0 ,Good,1
18.5,36.5,8.97,0.6,7.4,3.9, 40.0 ,Good,1
8.25,17.0,3.15,0.49,6.88,11.25, 40.0 ,Good,1
6.0,14.0,3.18,0.45,6.33,7.83, 40.0 ,Good,1
29.75,40.5,41.25,0.81,7.35,3.9, 40.0 ,Good,1
29.75,44.5,41.0,0.68,6.25,17.65, 40.0 ,Good,1
18.75,38.0,7.82,0.62,2.9,11.75, 41.0 ,Good,1
31.75,41.5,42.0,0.82,7.48,4.43, 41.0 ,Good,1
30.0,36.25,37.83,0.48,7.02,5.4, 41.0 ,Good,1
27.0,36.25,29.88,0.38,6.48,2.98, 41.0 ,Good,1
26.0,43.5,15.55,0.55,5.6,21.58, 41.0 ,Good,1
22.5,44.25,12.9,0.53,5.9,15.67, 41.0 ,Good,1
20.25,39.5,7.9,0.44,3.97,22.55, 41.0 ,Good,1
17.25,32.5,9.95,0.34,4.55,39.2, 41.0 ,Good,1
15.0,42.75,8.23,0.56,6.2,19.1, 42.0 ,Good,1
26.75,64.5,15.05,0.73,5.77,25.5, 42.0 ,Good,1
12.0,61.25,5.53,0.84,8.15,20.58, 42.0 ,Good,1
14.0,59.75,3.5,0.55,9.47,11.75, 42.0 ,Good,1
10.75,39.5,3.85,0.59,9.13,9.8, 42.0 ,Good,1
9.25,24.25,3.4,0.61,8.75,8.8, 42.0 ,Good,1
7.5,21.0,4.72,0.53,7.45,8.3, 42.0 ,Good,1
7.75,29.25,6.57,0.51,7.1,8.3, 43.0 ,Good,1
11.0,56.25,7.3,0.69,8.57,27.92, 43.0 ,Good,1
11.25,37.5,8.5,0.52,0.2,19.6, 44.0 ,Good,1
10.25,29.5,2.63,0.45,5.0,29.4, 44.0 ,Good,1
11.5,31.5,2.67,0.21,6.2,14.23, 44.0 ,Good,1
11.75,34.75,7.25,0.53,6.33,5.9, 44.0 ,Good,1
7.75,25.25,6.85,0.58,6.38,5.9, 44.0 ,Good,1
7.5,24.0,4.27,0.55,6.35,12.7, 44.0 ,Good,1
8.0,50.0,13.8,0.36,6.63,26.47, 44.0 ,Good,1
6.0,53.5,7.7,0.48,9.42,23.05, 44.0 ,Good,1
6.5,24.0,6.88,0.87,3.0,4.93, 44.0 ,Good,1
9.25,36.5,8.57,0.18,3.95,18.6, 45.0 ,Good,1
10.25,48.25,4.32,0.37,4.55,28.45, 45.0 ,Good,1
62.0,109.0,9.15,0.76,4.88,40.15, 46.0 ,Good,1
6.0,35.0,4.5,0.33,7.85,5.9, 46.0 ,Good,1
11.5,33.5,12.78,0.57,6.73,4.4, 46.0 ,Good,1
10.0,40.25,4.65,0.33,5.8,22.05, 46.0 ,Good,1
14.75,50.25,3.95,0.33,4.62,26.47, 46.0 ,Good,1
25.0,42.0,3.8,0.6,8.8,24.0, 47.0 ,Good,1
8.5,40.25,5.58,0.16,5.57,18.13, 47.0 ,Good,1
12.25,41.25,5.72,0.34,4.73,20.58, 47.0 ,Good,1
9.5,36.0,8.7,0.07,1.88,17.6, 48.0 ,Good,1
22.5,64.25,3.5,0.66,8.78,31.4, 48.0 ,Good,1
24.75,71.5,4.07,0.3,8.9,28.9, 48.0 ,Good,1
27.25,56.0,4.45,0.59,10.6,22.05, 48.0 ,Good,1
27.25,54.75,4.75,0.52,9.67,17.15, 48.0 ,Good,1
5.25,15.25,5.9,0.97,5.67,8.33, 48.0 ,Good,1
6.0,20.75,10.03,0.67,7.25,7.83, 48.0 ,Good,1
5.75,31.75,5.75,0.77,7.98,12.25, 48.0 ,Good,1
4.5,21.0,2.92,0.96,7.95,15.17, 48.0 ,Good,1
9.75,26.0,4.65,0.96,5.42,16.68, 48.0 ,Good,1
9.5,30.0,6.75,0.66,4.33,24.5, 48.0 ,Good,1
10.0,40.5,3.57,0.92,4.53,18.63, 48.0 ,Good,1
7.0,37.0,3.45,0.78,7.18,13.7, 48.0 ,Good,1
7.5,37.25,4.3,0.84,7.6,14.22, 48.0 ,Good,1
8.75,33.5,4.82,0.88,7.98,10.3, 48.0 ,Good,1
7.25,28.0,4.2,0.69,7.8,8.3, 48.0 ,Good,1
5.25,27.5,5.68,0.79,7.65,6.38, 48.0 ,Good,1
7.75,25.25,6.45,0.39,4.55,10.78, 48.0 ,Good,1
7.25,34.0,7.62,0.33,4.83,14.2, 48.0 ,Good,1
9.5,38.75,4.2,0.25,9.85,22.05, 48.0 ,Good,1
11.5,42.5,3.85,0.37,12.62,39.2, 48.0 ,Good,1
27.0,36.0,40.28,0.81,7.45,4.9, 48.0 ,Good,1
58.25,87.0,9.5,0.63,6.18,25.0, 49.0 ,Good,1
20.5,54.0,3.2,0.56,8.58,33.3, 49.0 ,Good,1
9.75,33.0,4.35,0.43,5.07,15.2, 49.0 ,Good,1
12.0,39.0,3.72,0.34,3.7,17.63, 49.0 ,Good,1
11.5,46.25,8.98,0.22,6.5,16.17, 50.0 ,Good,1
22.25,52.75,3.8,0.92,6.47,33.3, 50.0 ,Good,1
27.0,73.75,5.6,0.33,13.38,42.15, 50.0 ,Good,1
32.0,78.25,6.65,0.7,11.05,32.35, 50.0 ,Good,1
34.75,79.75,4.77,0.89,11.28,27.92, 50.0 ,Good,1
10.5,31.75,4.5,0.47,3.37,14.22, 50.0 ,Good,1
9.0,27.0,4.85,1.0,6.38,7.33, 50.0 ,Good,1
7.5,27.5,7.0,0.99,5.07,5.9, 50.0 ,Good,1
6.25,28.25,8.6,0.61,4.1,4.9, 50.0 ,Good,1
7.0,29.5,8.62,0.52,8.55,13.7, 50.0 ,Good,1
7.5,40.25,12.53,0.52,8.77,14.7, 50.0 ,Good,1
9.0,35.0,5.62,0.46,6.6,4.9, 50.0 ,Good,1
8.5,17.25,6.48,0.95,4.85,4.4, 50.0 ,Good,1
7.5,19.75,6.18,1.0,5.45,4.88, 50.0 ,Good,1
12.5,26.0,4.3,0.97,5.75,7.83, 50.0 ,Good,1
14.25,27.0,2.55,0.81,5.4,11.8, 50.0 ,Good,1
8.0,25.75,2.6,0.88,10.92,23.5, 50.0 ,Good,1
5.0,24.0,2.43,0.62,7.4,12.25, 50.0 ,Good,1
5.0,30.0,5.4,0.26,6.9,15.7, 50.0 ,Good,1
9.25,38.5,2.4,0.23,6.57,18.6, 50.0 ,Good,1
11.0,41.75,2.72,0.45,8.15,15.65, 50.0 ,Good,1
34.75,94.25,32.33,0.65,11.72,50.02, 50.0 ,Good,1
63.75,116.75,51.52,0.48,1.3,25.0, 100.0 ,Satisfactory,2
71.0,91.0,39.87,0.03,4.85,4.88, 100.0 ,Satisfactory,2
74.25,95.5,40.23,0.03,5.7,6.88, 100.0 ,Satisfactory,2
51.75,99.25,15.78,0.1,16.53,98.98, 100.0 ,Satisfactory,2
49.5,94.0,85.72,0.1,57.2,89.15, 100.0 ,Satisfactory,2
28.75,76.5,20.22,0.18,10.2,64.67, 100.0 ,Satisfactory,2
32.75,77.0,17.25,0.58,11.15,64.2, 100.0 ,Satisfactory,2
35.25,85.0,21.43,0.62,6.55,21.05, 100.0 ,Satisfactory,2
36.0,103.0,29.32,0.62,6.35,11.78, 100.0 ,Satisfactory,2
35.5,125.75,38.38,0.82,6.42,28.9, 100.0 ,Satisfactory,2
40.5,93.5,29.75,0.9,6.88,22.05, 100.0 ,Satisfactory,2
52.25,106.75,45.15,1.04,5.33,6.38, 100.0 ,Satisfactory,2
46.25,137.0,43.9,1.03,6.93,23.03, 100.0 ,Satisfactory,2
34.75,67.0,23.05,0.63,10.13,4.43, 100.0 ,Satisfactory,2
61.5,100.0,15.7,0.66,3.7,22.08, 100.0 ,Satisfactory,2
65.75,109.25,20.1,0.68,1.62,22.55, 100.0 ,Satisfactory,2
35.0,73.0,11.05,0.63,0.0,36.73, 100.0 ,Satisfactory,2
74.25,124.0,15.78,1.03,7.27,45.08, 100.0 ,Satisfactory,2
58.5,119.0,18.9,0.76,13.7,54.9, 100.0 ,Satisfactory,2
74.25,95.5,11.85,0.51,8.2,46.05, 100.0 ,Satisfactory,2
58.5,100.0,11.7,0.55,9.5,39.7, 100.0 ,Satisfactory,2
36.0,93.25,14.08,0.56,10.97,29.9, 100.0 ,Satisfactory,2
38.0,85.5,11.97,0.6,11.6,24.5, 100.0 ,Satisfactory,2
40.5,87.0,12.1,0.59,13.85,20.1, 100.0 ,Satisfactory,2
48.75,100.75,18.35,0.78,14.98,13.22, 100.0 ,Satisfactory,2
51.0,115.0,24.88,0.62,5.65,14.7, 100.0 ,Satisfactory,2
40.5,100.25,22.95,0.68,7.65,5.4, 100.0 ,Satisfactory,2
48.75,110.75,26.03,0.65,7.85,10.78, 100.0 ,Satisfactory,2
29.75,117.25,14.35,0.53,14.72,50.48, 100.0 ,Satisfactory,2
27.5,46.0,9.0,0.82,10.22,17.65, 100.0 ,Satisfactory,2
63.75,138.75,38.47,0.86,8.45,10.77, 100.0 ,Satisfactory,2
24.0,47.0,26.85,1.42,2.25,80.88, 100.0 ,Satisfactory,2
25.25,48.25,27.05,1.4,7.8,81.65, 100.0 ,Satisfactory,2
30.0,55.0,27.82,1.4,3.2,82.12, 100.0 ,Satisfactory,2
54.5,116.0,9.45,0.43,11.8,65.35, 100.0 ,Satisfactory,2
19.0,69.0,58.83,0.55,12.28,71.85, 100.0 ,Satisfactory,2
23.0,35.0,31.35,0.25,7.05,80.18, 100.0 ,Satisfactory,2
28.0,91.0,23.27,0.28,12.85,65.12, 100.0 ,Satisfactory,2
13.5,39.5,9.3,0.14,14.65,15.7, 51.0 ,Satisfactory,2
50.5,92.5,12.97,0.65,8.28,23.03, 51.0 ,Satisfactory,2
30.5,61.75,8.35,0.9,29.1,39.2, 51.0 ,Satisfactory,2
37.75,67.5,10.3,1.0,29.23,46.05, 51.0 ,Satisfactory,2
37.75,79.5,8.45,0.68,22.65,44.6, 51.0 ,Satisfactory,2
20.0,52.25,3.12,0.72,8.25,33.3, 51.0 ,Satisfactory,2
25.75,60.0,16.77,0.51,4.3,9.3, 51.0 ,Satisfactory,2
22.5,61.5,5.28,0.41,11.25,37.72, 51.0 ,Satisfactory,2
29.0,67.75,5.47,0.48,14.9,37.73, 51.0 ,Satisfactory,2
14.75,40.25,4.75,0.51,4.8,11.78, 51.0 ,Satisfactory,2
30.75,71.75,25.7,0.58,12.27,0.0, 51.0 ,Satisfactory,2
18.5,34.25,16.53,0.7,5.02,6.35, 52.0 ,Satisfactory,2
25.75,59.25,21.85,0.85,5.92,4.4, 52.0 ,Satisfactory,2
30.5,71.25,25.9,0.72,5.6,13.73, 52.0 ,Satisfactory,2
19.5,48.5,19.65,0.59,4.63,21.55, 52.0 ,Satisfactory,2
17.5,48.5,14.1,0.48,6.05,27.45, 52.0 ,Satisfactory,2
18.5,54.0,12.9,0.13,7.45,35.27, 52.0 ,Satisfactory,2
18.5,36.75,9.4,0.68,4.8,15.7, 52.0 ,Satisfactory,2
21.75,50.0,8.35,0.54,21.58,25.5, 52.0 ,Satisfactory,2
18.75,48.75,10.05,0.26,20.15,26.45, 52.0 ,Satisfactory,2
22.75,55.75,13.35,0.32,35.55,30.37, 52.0 ,Satisfactory,2
39.25,82.5,8.53,1.04,23.22,42.65, 52.0 ,Satisfactory,2
41.5,77.5,8.15,0.84,22.23,36.27, 52.0 ,Satisfactory,2
51.25,76.5,8.73,0.6,17.9,31.35, 52.0 ,Satisfactory,2
39.0,76.25,8.92,0.74,17.65,33.82, 52.0 ,Satisfactory,2
39.25,66.0,9.0,0.59,12.52,25.97, 52.0 ,Satisfactory,2
31.75,57.75,7.4,1.04,13.08,19.1, 52.0 ,Satisfactory,2
28.5,57.0,8.7,1.01,12.23,16.17, 52.0 ,Satisfactory,2
27.75,55.25,8.5,0.67,10.3,13.22, 52.0 ,Satisfactory,2
21.0,50.0,8.33,0.72,7.87,15.2, 52.0 ,Satisfactory,2
32.0,52.0,6.68,0.97,6.55,15.2, 52.0 ,Satisfactory,2
19.75,49.75,6.38,0.52,8.62,32.35, 52.0 ,Satisfactory,2
26.75,39.25,11.42,0.66,10.0,24.03, 52.0 ,Satisfactory,2
22.75,50.75,18.22,0.75,6.3,5.88, 52.0 ,Satisfactory,2
16.0,33.25,4.37,0.48,5.32,18.62, 52.0 ,Satisfactory,2
20.5,44.5,8.55,0.35,6.52,26.97, 52.0 ,Satisfactory,2
25.0,53.5,8.93,0.53,5.95,19.13, 52.0 ,Satisfactory,2
25.0,67.25,7.98,0.56,6.5,26.95, 52.0 ,Satisfactory,2
14.0,59.25,5.53,0.34,9.08,32.33, 52.0 ,Satisfactory,2
7.75,31.75,6.1,0.4,4.98,8.3, 52.0 ,Satisfactory,2
9.25,34.0,6.75,0.18,5.58,7.8, 52.0 ,Satisfactory,2
12.5,41.0,3.67,1.04,13.53,24.5, 52.0 ,Satisfactory,2
15.5,44.25,3.1,0.54,11.55,17.15, 52.0 ,Satisfactory,2
14.75,48.25,4.95,0.56,11.97,18.1, 52.0 ,Satisfactory,2
15.25,58.25,4.15,0.62,9.45,12.22, 52.0 ,Satisfactory,2
9.75,53.25,2.52,0.67,7.73,7.85, 52.0 ,Satisfactory,2
9.0,33.5,3.77,0.69,5.9,7.35, 52.0 ,Satisfactory,2
9.25,26.5,3.85,0.71,3.55,4.9, 52.0 ,Satisfactory,2
9.0,27.0,3.95,0.47,3.15,6.38, 52.0 ,Satisfactory,2
7.5,26.25,9.2,1.03,5.57,4.4, 52.0 ,Satisfactory,2
6.75,33.75,9.12,1.04,5.55,3.95, 52.0 ,Satisfactory,2
32.25,70.5,19.22,0.41,10.4,29.4, 52.0 ,Satisfactory,2
60.75,89.0,14.05,0.56,9.2,21.1, 53.0 ,Satisfactory,2
15.5,30.25,5.93,0.78,6.9,13.7, 53.0 ,Satisfactory,2
18.5,36.5,8.17,0.8,7.4,12.75, 53.0 ,Satisfactory,2
23.0,45.75,8.3,0.79,11.38,18.12, 53.0 ,Satisfactory,2
37.25,70.75,10.75,0.78,16.08,32.82, 53.0 ,Satisfactory,2
31.75,51.0,5.88,0.51,8.13,18.6, 53.0 ,Satisfactory,2
23.75,43.25,7.95,0.73,4.6,14.7, 53.0 ,Satisfactory,2
20.25,44.75,9.37,0.65,3.47,13.22, 53.0 ,Satisfactory,2
21.0,37.5,7.23,0.66,4.0,14.2, 53.0 ,Satisfactory,2
20.25,36.0,6.15,0.3,3.77,15.17, 53.0 ,Satisfactory,2
17.5,35.75,3.62,0.31,3.85,16.65, 53.0 ,Satisfactory,2
15.0,35.25,3.68,0.51,2.28,4.9, 53.0 ,Satisfactory,2
13.0,35.5,6.4,0.62,3.3,11.78, 53.0 ,Satisfactory,2
16.25,33.0,5.77,0.5,4.9,13.72, 53.0 ,Satisfactory,2
17.0,34.5,10.85,0.32,9.0,12.72, 53.0 ,Satisfactory,2
20.5,37.25,9.2,0.67,8.35,16.17, 53.0 ,Satisfactory,2
23.5,43.75,11.2,0.42,19.35,28.92, 53.0 ,Satisfactory,2
28.75,54.0,13.17,0.54,30.2,36.72, 53.0 ,Satisfactory,2
40.75,74.0,8.27,0.56,33.2,40.68, 53.0 ,Satisfactory,2
34.25,72.75,11.85,0.56,41.22,39.7, 53.0 ,Satisfactory,2
42.5,74.5,7.55,0.56,22.93,26.95, 53.0 ,Satisfactory,2
36.75,62.5,6.25,0.93,14.6,23.53, 53.0 ,Satisfactory,2
25.25,45.0,5.35,1.02,2.75,16.17, 53.0 ,Satisfactory,2
22.5,41.25,5.33,1.02,1.87,16.65, 53.0 ,Satisfactory,2
21.75,40.75,9.98,1.05,2.07,9.8, 53.0 ,Satisfactory,2
22.25,51.25,4.85,0.25,14.05,30.9, 53.0 ,Satisfactory,2
25.5,29.75,7.4,0.53,10.45,36.25, 53.0 ,Satisfactory,2
21.0,35.0,26.7,0.63,28.45,29.4, 53.0 ,Satisfactory,2
23.75,44.5,9.97,0.64,10.17,26.92, 53.0 ,Satisfactory,2
28.25,46.0,14.1,0.7,8.23,18.6, 53.0 ,Satisfactory,2
26.5,46.0,17.55,0.59,10.5,25.98, 53.0 ,Satisfactory,2
23.5,48.25,19.45,0.39,6.15,5.4, 53.0 ,Satisfactory,2
18.5,45.5,15.35,0.43,6.55,5.88, 53.0 ,Satisfactory,2
17.75,51.0,16.93,0.55,5.52,4.4, 53.0 ,Satisfactory,2
20.0,45.0,12.8,0.59,5.45,2.0, 53.0 ,Satisfactory,2
15.5,45.0,16.2,0.46,4.92,0.0, 53.0 ,Satisfactory,2
23.5,46.75,15.7,0.95,4.3,2.48, 53.0 ,Satisfactory,2
18.75,45.5,8.3,0.72,2.08,8.8, 53.0 ,Satisfactory,2
21.75,40.75,7.7,0.69,2.83,9.8, 53.0 ,Satisfactory,2
22.75,47.25,6.22,0.89,5.65,13.22, 53.0 ,Satisfactory,2
20.25,44.5,5.23,0.75,6.65,15.67, 53.0 ,Satisfactory,2
22.25,43.75,3.62,0.8,8.9,20.58, 53.0 ,Satisfactory,2
16.0,44.5,4.0,0.88,12.92,24.0, 53.0 ,Satisfactory,2
13.5,29.5,2.48,0.48,5.05,8.33, 53.0 ,Satisfactory,2
27.5,70.25,7.9,0.19,10.8,34.82, 53.0 ,Satisfactory,2
23.5,68.0,4.85,0.35,9.6,31.35, 53.0 ,Satisfactory,2
10.5,35.0,7.75,1.06,5.5,2.0, 53.0 ,Satisfactory,2
15.0,32.0,4.73,0.99,4.9,21.55, 53.0 ,Satisfactory,2
10.5,22.5,6.35,0.77,4.68,4.43, 53.0 ,Satisfactory,2
9.5,22.5,6.95,0.96,4.65,4.9, 53.0 ,Satisfactory,2
36.25,69.0,22.33,0.89,8.58,30.37, 53.0 ,Satisfactory,2
18.75,42.5,7.35,0.12,6.1,15.68, 53.0 ,Satisfactory,2
19.5,50.25,5.85,0.51,5.95,17.15, 53.0 ,Satisfactory,2
26.0,61.0,9.23,0.59,6.25,49.0, 53.0 ,Satisfactory,2
9.0,28.0,15.35,0.6,5.47,7.8, 54.0 ,Satisfactory,2
59.75,81.25,13.63,0.66,9.28,22.05, 54.0 ,Satisfactory,2
15.75,27.75,4.52,0.72,3.4,5.9, 54.0 ,Satisfactory,2
12.5,38.25,4.15,0.69,2.3,10.8, 54.0 ,Satisfactory,2
14.5,28.0,3.6,0.71,2.67,13.7, 54.0 ,Satisfactory,2
17.75,45.0,6.52,0.48,7.88,16.65, 54.0 ,Satisfactory,2
29.0,61.0,14.05,0.31,47.25,35.75, 54.0 ,Satisfactory,2
26.5,65.25,10.45,0.62,50.68,42.15, 54.0 ,Satisfactory,2
38.75,71.0,9.0,0.36,53.4,48.0, 54.0 ,Satisfactory,2
44.0,76.5,8.73,0.42,44.85,45.07, 54.0 ,Satisfactory,2
24.25,45.5,8.02,0.82,1.32,17.15, 54.0 ,Satisfactory,2
25.0,42.75,6.3,0.94,3.62,11.78, 54.0 ,Satisfactory,2
24.0,40.0,4.8,0.61,1.1,6.35, 54.0 ,Satisfactory,2
23.5,43.25,5.85,0.2,5.82,11.28, 54.0 ,Satisfactory,2
17.75,38.0,4.68,0.16,6.7,12.73, 54.0 ,Satisfactory,2
18.75,39.25,5.3,0.21,7.38,20.1, 54.0 ,Satisfactory,2
23.5,43.75,4.27,0.09,11.4,24.5, 54.0 ,Satisfactory,2
22.25,47.5,5.77,0.3,12.1,27.9, 54.0 ,Satisfactory,2
28.5,202.75,6.48,0.59,4.85,38.25, 54.0 ,Satisfactory,2
30.0,48.5,21.17,0.69,8.08,16.15, 54.0 ,Satisfactory,2
36.25,58.75,25.77,0.65,8.35,15.17, 54.0 ,Satisfactory,2
16.25,64.5,16.58,0.46,5.0,2.0, 54.0 ,Satisfactory,2
27.0,66.25,7.35,0.49,8.08,34.32, 54.0 ,Satisfactory,2
29.0,67.5,7.78,0.48,8.95,29.4, 54.0 ,Satisfactory,2
25.0,59.0,6.23,0.86,9.22,38.7, 54.0 ,Satisfactory,2
26.5,59.0,9.1,0.84,10.03,31.85, 54.0 ,Satisfactory,2
23.5,45.75,6.1,0.76,10.27,14.7, 54.0 ,Satisfactory,2
18.25,43.0,4.7,0.23,8.12,14.2, 54.0 ,Satisfactory,2
17.0,43.0,6.35,0.6,4.22,10.8, 54.0 ,Satisfactory,2
17.0,49.75,9.38,0.73,3.92,15.68, 54.0 ,Satisfactory,2
19.5,44.25,9.7,0.89,1.97,10.28, 54.0 ,Satisfactory,2
3.0,19.5,3.77,1.07,7.0,14.2, 54.0 ,Satisfactory,2
3.75,24.0,3.95,0.82,7.8,19.13, 54.0 ,Satisfactory,2
6.5,27.0,3.3,0.88,9.6,23.5, 54.0 ,Satisfactory,2
7.0,35.5,5.42,0.45,5.23,16.7, 54.0 ,Satisfactory,2
3.75,32.75,5.5,0.57,5.15,26.48, 54.0 ,Satisfactory,2
4.0,30.25,6.45,0.58,6.68,22.08, 54.0 ,Satisfactory,2
7.75,33.25,4.5,0.55,6.8,23.03, 54.0 ,Satisfactory,2
10.0,30.5,4.37,0.66,7.48,19.63, 54.0 ,Satisfactory,2
8.0,27.5,3.0,0.44,4.35,12.28, 54.0 ,Satisfactory,2
25.0,64.0,3.15,1.08,7.7,25.0, 54.0 ,Satisfactory,2
18.5,45.25,4.87,1.05,6.8,22.08, 54.0 ,Satisfactory,2
22.25,38.25,5.25,0.93,6.35,20.08, 54.0 ,Satisfactory,2
18.75,41.25,5.48,0.9,6.05,19.1, 54.0 ,Satisfactory,2
14.75,36.25,4.77,0.49,5.82,53.92, 54.0 ,Satisfactory,2
13.75,28.75,2.35,0.49,6.05,11.75, 54.0 ,Satisfactory,2
11.75,30.0,1.4,0.47,5.42,17.65, 54.0 ,Satisfactory,2
7.5,26.75,1.02,0.29,5.7,10.75, 54.0 ,Satisfactory,2
4.5,26.5,2.3,0.39,5.65,26.45, 54.0 ,Satisfactory,2
4.0,26.25,2.0,0.47,5.55,9.33, 54.0 ,Satisfactory,2
7.25,23.25,2.95,0.08,5.65,8.8, 54.0 ,Satisfactory,2
8.0,21.5,4.27,0.46,4.65,38.25, 54.0 ,Satisfactory,2
9.5,31.25,5.0,0.5,4.65,8.3, 54.0 ,Satisfactory,2
10.75,28.0,6.65,1.07,6.1,4.43, 54.0 ,Satisfactory,2
30.25,66.75,27.43,0.65,9.83,0.0, 54.0 ,Satisfactory,2
10.5,33.25,16.5,0.48,4.18,8.8, 55.0 ,Satisfactory,2
61.0,79.5,14.03,0.78,9.65,22.55, 55.0 ,Satisfactory,2
17.0,32.75,5.52,0.71,3.65,9.8, 55.0 ,Satisfactory,2
28.25,45.5,5.73,0.52,7.42,15.17, 55.0 ,Satisfactory,2
20.75,49.0,7.82,0.64,10.55,21.05, 55.0 ,Satisfactory,2
22.5,46.5,7.58,0.55,19.08,29.4, 55.0 ,Satisfactory,2
